,stn,avg_temp,lat,lon
500,679650,68.89607250755286,-20.021,28.627
501,679690,71.13478260869566,-21.05,29.367
502,679710,71.21507936507938,-20.317,30.067
503,679750,68.47499999999998,-20.055,30.859
504,679760,74.39113924050632,-20.55,31.083
505,679770,73.50413793103449,-21.008,31.579
506,679830,66.42211055276381,-20.2,32.617
507,679910,75.78397435897433,-22.217,30.0
508,680040,70.50772200772201,-20.43,16.67
509,680130,80.7534482758621,-17.883,15.95
510,680240,73.81917808219178,-21.7,21.65
511,680260,75.74125000000001,-18.367,21.85
512,680400,75.50955414012739,-21.417,25.6
513,680700,72.6488188976378,-22.05,27.817
514,681041,75.09826086956522,-24.605,17.925
515,681090,76.9,-23.867,18.0
516,681480,74.11736842105262,-23.083,26.8
517,681510,73.63157894736841,-23.367,25.85
518,682120,75.47027027027029,-24.5,17.867
519,682260,73.70967741935483,-24.017,21.883
520,682340,70.19398496240602,-24.602,24.691
521,682610,64.35509641873278,-25.817,28.25
522,682620,67.12048192771084,-25.733,28.183
523,682645,70.80956521739128,-23.16,29.697
524,682680,67.23175487465181,-24.9,28.333
525,682905,67.64916666666667,-25.334,27.173
526,683380,64.8971590909091,-26.982,24.729
527,683680,61.63927576601673,-26.139,28.246
528,683770,69.48481012658227,-27.767,29.983
529,683800,60.70567375886525,-26.067,30.117
530,683860,71.47617449664429,-26.115,31.45
531,683924,65.24568965517238,-26.722,30.912
532,684430,63.186388888888885,-29.117,26.183
533,684533,63.43618421052633,-29.462,27.553
534,684540,62.99444444444445,-29.304,27.503
535,685810,64.23223140495867,-29.633,30.4
536,687370,65.92134502923977,-32.2,24.55
537,689020,58.49999999999999,-37.05,-12.317
538,690150,70.72912087912087,34.3,-116.167
539,690190,65.94890109890112,32.433,-99.85
540,690190,65.94890109890112,32.417,-99.85
541,699604,77.19890410958905,32.65,-114.617
542,700300,17.15345345345345,70.617,-159.85
543,700631,42.78836565096953,52.22,-174.206
544,700635,16.2265306122449,68.479,-149.49
545,700635,16.2265306122449,68.483,-149.483
546,701045,26.54899328859061,68.067,-162.833
547,701195,26.51461318051577,66.25,-166.089
548,701196,27.00594900849859,66.976,-160.437
549,701719,28.014640883977894,66.888,-157.162
550,701748,24.34333333333333,66.817,-150.65
551,702035,30.831843575418986,63.683,-170.483
552,702075,32.97985611510791,62.65,-160.183
553,702084,43.756741573033715,62.785,-164.491
554,702120,32.73615160349854,61.783,-166.033
555,702460,31.06260869565217,63.9,-152.267
556,702615,29.48708791208791,64.833,-147.617
557,702626,36.99585635359115,57.58,-157.58
558,702627,25.947388059701492,64.727,-155.47
559,702628,34.12356164383563,61.864,-162.026
560,702697,31.868813559322028,59.45,-157.333
561,702697,31.868813559322028,59.45,-157.33
562,702700,35.9823056300268,61.267,-149.65
563,702725,37.23835616438355,61.183,-149.967
564,702740,36.694246575342476,61.595,-149.089
565,703052,35.39809523809524,61.536,-160.341
566,703052,35.39809523809524,61.533,-160.333
567,703055,36.10619718309859,58.99,-159.05
568,703430,43.32,59.433,-146.333
569,703655,29.866575342465755,65.698,-156.351
570,703894,44.80876712328767,55.567,-133.067
571,703925,35.409422492401205,59.73,-157.26
572,703980,47.71600000000001,55.039,-131.579
573,704898,26.690306122448984,66.818,-161.022
574,710030,0.36478873239436593,53.75,-73.683
575,710190,14.034285714285714,47.15,-67.817
576,710267,42.80413223140496,46.3,-63.583
577,710356,18.606318681318694,64.7,-110.617
578,710367,45.4716253443526,45.367,-72.767
579,710460,21.84307692307692,69.62,-140.2
580,710520,17.126724137931035,68.9,-133.93
581,710580,17.266942148760332,69.667,-121.667
582,710590,16.82011019283747,69.27,-119.22
583,710640,10.884285714285713,69.03,-107.82
584,710910,12.481967213114755,68.88,-75.13
585,710920,13.702461538461536,68.65,-71.17
586,710930,14.019613259668509,68.467,-66.783
587,710940,18.867317073170728,66.65,-61.383
588,710960,14.291712707182318,67.53,-63.78
589,711070,47.21239669421488,51.933,-131.0
590,711340,-13.622105263157895,59.22,-109.7
591,711760,-5.0948717948717945,59.98,-64.17
592,711770,22.889781021897807,57.13,-61.48
593,711790,14.23918128654971,54.72,-58.35
594,711810,38.81029411764706,47.133,-55.317
595,711850,39.236811594202905,50.233,-57.583
596,711870,42.02516129032257,49.367,-121.5
597,711910,43.62561983471073,45.6,-64.95
598,711970,42.51434977578475,47.567,-59.15
599,711980,45.06115702479339,46.183,-72.917
600,712350,40.92176308539944,51.067,-114.217
601,712643,47.88269230769232,43.862,-79.37
602,712720,23.473626373626367,58.7,-98.5
603,712900,33.205084745762726,55.283,-123.133
604,713360,41.130927835051544,48.167,-52.933
605,713860,37.708781869688394,48.467,-67.433
606,714000,39.33911845730028,48.967,-56.067
607,714640,50.11129476584023,42.55,-80.05
608,714680,37.236231884057965,49.72,-88.33
609,714740,19.180769230769233,51.15,-121.5
610,714780,47.57658402203857,50.817,-128.9
611,714790,48.432132963988934,50.1,-127.933
612,715290,21.995408163265303,62.417,-110.667
613,715710,35.97658402203855,55.683,-119.233
614,716070,44.36639118457302,45.217,-67.25
615,716150,-0.8466666666666665,45.8,-80.53
616,716390,47.63184357541899,43.867,-79.367
617,716800,33.05957446808511,63.6,-113.85
618,716920,35.73020833333334,47.333,-54.583
619,717366,40.02121212121213,49.467,-94.767
620,717560,41.10413223140496,50.1,-122.933
621,717690,51.27063711911357,49.35,-124.15
622,718000,44.12610169491526,46.65,-53.067
623,718070,31.833944954128444,47.3,-53.983
624,718560,21.203225806451613,50.617,-97.033
625,718570,36.52963988919668,53.65,-110.067
626,719094,20.068421052631578,62.85,-69.883
627,719180,10.04360902255639,68.433,-89.717
628,719210,-3.157746478873239,54.8,-66.8
629,719410,12.445833333333333,48.05,-77.767
630,719590,45.01846590909091,46.633,-60.933
631,719590,45.01846590909091,46.633,-60.933
632,719630,22.200000000000003,63.6,-105.133
633,719720,20.81860465116279,61.58,-64.65
634,719740,5.200831024930746,74.13,-119.98
635,719750,15.653867403314917,64.95,-63.58
636,720141,52.49752747252746,41.019,-89.386
637,720160,55.271751412429374,37.601,-81.559
638,720169,58.45188405797103,38.583,-91.0
639,720170,59.848618784530395,37.186,-88.751
640,720175,65.6392857142857,33.633,-91.75
641,720193,49.81811594202899,40.747,-122.922
642,720254,51.95614973262033,46.677,-122.983
643,720259,54.09640522875818,35.223,-83.419
644,720262,46.526610644257694,40.054,-106.369
645,720263,60.53692307692308,34.095,-82.816
646,720263,60.53692307692308,34.095,-82.816
647,720269,74.7923076923077,27.207,-98.121
648,720281,65.13324175824177,34.226,-99.284
649,720294,62.650000000000006,33.783,-82.817
650,720326,51.860273972602734,42.219,-92.026
651,720333,64.78524590163934,33.9,-117.6
652,720334,55.9223974763407,39.167,-77.167
653,720339,75.8016806722689,32.142,-111.175
654,720355,55.37658402203857,39.617,-78.767
655,720361,65.92761904761905,31.043,-86.312
